agent_id,previous_experience_months,sales_experience_months,customer_service_experience_months,certification_count,relevant_certification,assessment_score,communication_score,product_knowledge_score,sales_skill_score,customer_service_score,competency_level
AGT01353,19,7,0,0,0,48,41,39,55,55,Needs Improvement
AGT01354,23,3,13,2,1,61,73,52,69,63,Needs Improvement
AGT01355,62,45,43,2,0,86,79,83,90,79,Advanced
AGT01356,0,0,0,0,0,57,52,62,72,38,Basic
AGT01357,11,0,3,0,0,62,92,63,48,52,Competent
AGT01358,10,0,0,3,1,62,59,63,73,57,Needs Improvement
AGT01359,3,0,0,2,1,66,48,44,53,58,Needs Improvement
AGT01360,28,8,16,2,0,65,54,45,53,88,Competent
AGT01361,21,0,0,1,1,56,59,55,70,59,Advanced
AGT01362,8,8,6,0,0,88,72,59,61,75,Competent
AGT01363,0,0,0,2,0,47,63,34,45,57,Basic
AGT01364,31,18,31,0,0,86,73,91,60,76,Basic
AGT01365,31,13,8,1,0,70,83,38,86,55,Needs Improvement
AGT01366,14,14,10,0,0,66,64,91,91,62,Competent
AGT01367,8,0,0,2,1,51,59,55,45,45,Basic
AGT01368,51,51,37,2,0,86,91,86,84,80,Advanced
AGT01369,60,38,50,3,1,68,92,83,75,73,Competent
AGT01370,51,51,36,1,1,64,90,78,70,79,Competent
AGT01371,0,0,0,0,0,31,47,69,44,33,Needs Improvement
AGT01372,19,19,19,0,0,72,73,54,68,70,Advanced
AGT01373,12,8,0,1,0,64,39,63,45,81,Basic
AGT01374,0,0,0,1,0,28,47,35,45,42,Needs Improvement
AGT01375,29,13,8,3,1,63,78,39,59,82,Competent
AGT01376,26,25,4,1,1,66,79,56,68,65,Competent
AGT01377,52,27,12,1,0,80,70,90,66,65,Competent
AGT01378,29,10,0,1,0,82,87,60,57,62,Advanced
AGT01379,18,7,0,1,0,70,63,89,72,58,Basic
AGT01380,54,49,31,3,0,75,71,100,85,52,Advanced
AGT01381,59,52,33,2,1,84,72,100,93,84,Advanced
AGT01382,0,0,0,1,0,25,23,60,35,60,Needs Improvement
AGT01383,57,13,20,1,0,56,69,89,54,64,Competent
AGT01384,15,9,0,0,0,52,67,64,65,64,Competent
AGT01385,0,0,0,0,0,35,55,48,17,41,Needs Improvement
AGT01386,40,31,14,0,0,62,61,66,88,75,Competent
AGT01387,55,21,40,0,0,85,77,72,76,74,Advanced
AGT01388,0,0,0,3,1,52,28,53,73,52,Basic
AGT01389,9,0,0,1,1,83,73,74,51,43,Competent
AGT01390,2,0,0,1,1,56,57,47,35,44,Needs Improvement
AGT01391,0,0,0,3,1,57,45,37,56,57,Basic
AGT01392,28,9,23,1,1,78,79,79,78,85,Advanced
AGT01393,5,0,0,0,0,46,56,47,57,65,Needs Improvement
AGT01394,20,3,16,0,0,63,91,57,65,46,Needs Improvement
AGT01395,3,0,0,0,0,31,34,42,32,24,Needs Improvement
AGT01396,78,59,47,2,1,63,88,73,66,87,Competent
AGT01397,26,22,22,2,0,61,58,81,70,58,Competent
AGT01398,22,22,18,1,1,74,56,57,43,70,Competent
AGT01399,8,0,0,2,0,73,74,81,47,45,Competent
AGT01400,0,0,0,0,0,40,48,51,39,45,Needs Improvement
AGT01401,61,34,36,1,0,81,77,70,79,73,Competent
AGT01402,38,21,30,2,0,40,66,60,81,65,Basic
AGT01403,13,0,0,2,1,62,57,42,68,45,Needs Improvement
AGT01404,39,12,0,0,0,67,71,61,72,31,Competent
AGT01405,0,0,0,0,0,53,56,67,60,56,Needs Improvement
AGT01406,21,21,11,2,1,55,71,80,72,73,Competent
AGT01407,48,4,0,2,1,62,72,46,91,73,Competent
AGT01408,73,38,27,1,1,82,74,47,53,63,Competent
AGT01409,39,3,0,2,1,64,73,54,53,68,Competent
AGT01410,40,28,23,3,1,56,74,84,62,72,Competent
AGT01411,0,0,0,0,0,78,66,60,65,71,Basic
AGT01412,38,38,24,0,0,80,83,71,73,81,Advanced
AGT01413,1,0,0,1,1,39,36,28,51,24,Basic
AGT01414,49,44,41,1,1,69,60,63,83,74,Competent
AGT01415,37,37,5,0,0,70,59,64,86,73,Competent
AGT01416,14,0,0,3,1,47,78,65,59,58,Needs Improvement
AGT01417,77,62,47,3,1,97,61,94,100,65,Competent
AGT01418,67,50,25,2,1,87,89,56,73,67,Advanced
AGT01419,52,28,25,1,0,71,65,80,77,81,Competent
AGT01420,53,8,5,2,1,53,80,70,50,59,Basic
AGT01421,26,20,10,2,1,63,36,44,47,54,Basic
AGT01422,24,0,5,4,0,64,60,58,77,80,Basic
AGT01423,57,26,32,1,1,69,86,69,55,53,Competent
AGT01424,40,30,30,0,0,83,88,76,83,89,Basic
AGT01425,84,46,36,2,1,63,63,40,72,76,Basic
AGT01426,19,0,0,1,1,51,33,55,63,48,Basic
AGT01427,53,22,33,5,1,71,57,77,49,69,Competent
AGT01428,58,35,26,1,0,84,91,90,82,69,Advanced
AGT01429,77,51,33,3,1,91,67,58,70,70,Advanced
AGT01430,59,59,42,1,0,73,72,61,65,63,Advanced
AGT01431,0,0,0,3,1,58,66,56,52,51,Basic
AGT01432,37,10,22,0,0,52,40,56,62,49,Basic
AGT01433,6,0,6,0,0,45,61,54,58,48,Basic
AGT01434,0,0,0,0,0,48,44,54,40,41,Needs Improvement
AGT01435,12,0,0,0,0,69,71,49,47,34,Needs Improvement
AGT01436,38,7,0,3,1,57,57,65,45,59,Competent
AGT01437,9,0,9,1,1,64,42,47,63,50,Competent
AGT01438,0,0,0,1,0,24,30,33,13,10,Basic
AGT01439,0,0,0,1,0,37,60,72,44,44,Needs Improvement
AGT01440,87,54,57,2,1,80,81,53,100,70,Advanced
AGT01441,52,15,3,0,0,55,59,51,59,69,Basic
AGT01442,38,4,13,2,0,75,79,48,71,57,Competent
AGT01443,3,0,0,0,0,51,49,50,31,54,Basic
AGT01444,52,36,19,0,0,80,80,88,62,90,Competent
AGT01445,47,32,15,1,1,56,58,62,70,52,Basic
AGT01446,30,7,27,2,1,66,79,62,58,64,Competent
AGT01447,69,33,50,1,0,96,92,99,99,100,Basic
AGT01448,78,48,58,1,1,86,73,79,81,81,Advanced
AGT01449,14,14,14,1,0,61,44,69,99,62,Basic
AGT01450,17,3,1,2,1,53,72,65,47,49,Competent
AGT01451,0,0,0,0,0,67,53,21,59,64,Competent
AGT01452,53,17,11,2,0,63,71,65,56,64,Advanced
AGT01453,63,47,32,3,0,83,92,46,76,39,Competent
AGT01454,35,0,0,0,0,64,71,47,61,51,Basic
AGT01455,86,42,42,5,1,71,99,93,67,62,Advanced
AGT01456,12,11,8,0,0,62,57,55,56,60,Basic
AGT01457,80,34,69,3,0,99,100,100,100,76,Advanced
AGT01458,15,15,0,1,0,60,66,44,77,66,Competent
AGT01459,62,51,32,2,0,72,87,63,66,79,Competent
AGT01460,51,36,22,2,1,57,93,74,62,49,Competent
AGT01461,51,38,32,1,1,79,71,65,95,65,Basic
AGT01462,0,0,0,0,0,37,58,58,50,60,Needs Improvement
AGT01463,0,0,0,1,0,38,46,52,53,65,Needs Improvement
AGT01464,14,9,0,3,1,73,80,63,77,52,Advanced
AGT01465,59,23,33,3,1,73,68,66,56,58,Competent
AGT01466,68,35,32,3,1,56,78,64,53,86,Advanced
AGT01467,29,9,0,1,1,41,32,58,44,47,Basic
AGT01468,0,0,0,1,0,31,58,70,60,48,Basic
AGT01469,27,2,0,0,0,48,43,46,57,37,Basic
AGT01470,12,0,0,0,0,32,56,40,50,46,Needs Improvement
AGT01471,4,0,4,2,1,59,66,55,59,81,Basic
AGT01472,47,25,33,2,1,80,70,90,87,75,Advanced
AGT01473,49,26,11,3,1,60,60,70,60,73,Competent
AGT01474,0,0,0,0,0,26,32,16,44,39,Competent
AGT01475,3,3,3,2,1,42,73,34,69,45,Competent
AGT01476,38,2,21,1,1,63,51,49,78,51,Needs Improvement
AGT01477,33,24,19,1,1,90,83,83,82,66,Competent
AGT01478,0,0,0,2,1,38,55,47,40,48,Needs Improvement
AGT01479,43,25,0,3,1,48,80,64,74,70,Advanced
AGT01480,64,32,33,1,0,84,82,74,97,80,Advanced
AGT01481,30,25,27,0,0,72,67,83,60,62,Competent
AGT01482,57,23,25,2,0,70,74,76,54,57,Needs Improvement
AGT01483,50,22,21,2,1,78,41,63,78,66,Basic
AGT01484,60,46,0,0,0,73,54,79,48,47,Advanced
AGT01485,61,43,25,0,0,71,68,47,52,55,Competent
AGT01486,33,15,9,1,1,58,48,53,50,63,Basic
AGT01487,61,57,37,3,0,74,55,71,75,67,Advanced
AGT01488,7,0,2,1,1,45,62,56,32,43,Needs Improvement
AGT01489,38,7,15,2,1,78,71,42,65,61,Competent
AGT01490,29,5,11,0,0,56,68,59,64,70,Needs Improvement
AGT01491,0,0,0,0,0,54,51,61,46,55,Needs Improvement
AGT01492,12,0,2,2,0,72,66,67,82,50,Basic
AGT01493,12,0,0,0,0,57,65,71,57,45,Competent
AGT01494,13,0,0,1,1,45,51,61,61,47,Basic
AGT01495,49,26,2,1,1,42,67,57,40,60,Competent
AGT01496,7,0,7,4,1,27,44,60,29,49,Needs Improvement
AGT01497,55,19,21,2,0,85,69,61,69,63,Advanced
AGT01498,26,6,2,1,1,50,67,53,69,49,Basic
AGT01499,40,33,15,2,1,66,87,78,57,66,Competent
AGT01500,17,0,0,0,0,50,69,50,48,39,Basic
AGT01501,14,0,11,0,0,46,63,61,38,68,Basic
AGT01502,41,0,0,2,0,51,59,68,43,48,Basic
AGT01503,68,29,31,5,0,71,73,82,77,76,Advanced
AGT01504,15,1,8,1,1,54,47,80,56,38,Competent
AGT01505,29,11,12,1,1,40,47,89,42,56,Competent
AGT01506,70,23,22,0,0,54,68,75,50,52,Basic
AGT01507,0,0,0,0,0,44,43,36,14,28,Needs Improvement
AGT01508,37,0,4,1,0,53,82,67,63,88,Basic
AGT01509,80,56,39,2,1,93,100,85,92,84,Advanced
AGT01510,14,12,0,0,0,72,58,70,68,75,Competent
AGT01511,41,23,28,1,0,63,75,81,51,73,Advanced
AGT01512,16,12,0,1,1,66,65,44,77,76,Basic
AGT01513,37,6,26,1,1,75,82,89,76,67,Competent
AGT01514,9,0,0,0,0,32,55,67,38,60,Needs Improvement
AGT01515,3,0,0,0,0,51,63,53,39,54,Basic
AGT01516,29,9,11,2,0,82,61,71,53,62,Competent
AGT01517,24,4,12,1,1,66,70,51,54,57,Competent
AGT01518,55,53,31,2,1,60,56,73,97,72,Advanced
AGT01519,24,17,11,1,1,54,77,67,71,58,Competent
AGT01520,3,0,0,1,1,37,45,52,36,41,Needs Improvement
AGT01521,0,0,0,2,1,50,52,59,52,52,Needs Improvement
AGT01522,0,0,0,0,0,11,13,44,17,55,Needs Improvement
AGT01523,20,0,11,2,1,43,58,71,64,44,Basic
AGT01524,0,0,0,1,0,71,79,70,46,71,Needs Improvement
AGT01525,5,0,0,0,0,51,56,44,62,51,Basic
AGT01526,80,27,58,4,1,63,84,82,100,90,Advanced
AGT01527,61,43,28,3,1,68,77,96,68,69,Advanced
AGT01528,3,2,3,5,1,63,76,59,92,63,Competent
AGT01529,0,0,0,1,1,27,46,61,43,38,Needs Improvement
AGT01530,40,23,40,1,0,72,60,55,58,48,Advanced
AGT01531,69,26,27,2,1,60,71,66,57,88,Basic
AGT01532,33,24,7,3,0,50,87,55,92,51,Advanced
AGT01533,73,40,19,1,1,88,81,88,79,71,Competent
AGT01534,13,0,13,0,0,50,52,72,40,37,Basic
AGT01535,79,58,53,0,0,85,100,78,83,66,Advanced
AGT01536,0,0,0,0,0,45,69,68,54,48,Needs Improvement
AGT01537,62,23,62,1,1,85,82,89,68,65,Competent
AGT01538,0,0,0,0,0,45,52,45,45,30,Needs Improvement
AGT01539,27,9,0,0,0,60,64,54,71,50,Basic
AGT01540,46,20,29,4,1,76,89,84,62,58,Advanced
AGT01541,28,11,0,3,1,59,36,48,64,58,Basic
AGT01542,53,35,23,2,1,77,78,70,70,67,Advanced
AGT01543,32,23,9,1,0,60,65,91,57,32,Competent
AGT01544,35,0,5,0,0,60,58,54,70,52,Competent
AGT01545,52,35,15,0,0,74,76,84,58,78,Competent
AGT01546,14,14,14,0,0,63,44,66,29,46,Basic
AGT01547,23,12,0,0,0,27,26,43,44,49,Basic
AGT01548,33,18,3,1,1,57,72,57,50,57,Competent
AGT01549,27,21,24,1,1,72,76,89,50,54,Basic
AGT01550,48,12,27,2,1,65,40,72,43,65,Needs Improvement
AGT01551,0,0,0,4,1,46,42,56,65,55,Competent
AGT01552,0,0,0,1,1,49,68,75,56,42,Needs Improvement
AGT01553,37,16,10,1,0,48,56,52,54,52,Basic
AGT01554,0,0,0,0,0,62,76,44,81,70,Basic
AGT01555,19,0,4,0,0,49,64,72,57,37,Basic
AGT01556,13,1,1,2,1,49,42,57,73,59,Needs Improvement
AGT01557,12,1,0,1,0,47,56,66,37,39,Basic
AGT01558,53,36,45,1,1,70,67,58,55,69,Competent
AGT01559,57,25,23,0,0,68,56,73,76,74,Advanced
AGT01560,12,0,8,3,1,74,46,45,62,30,Basic
AGT01561,35,30,15,2,1,60,51,58,73,51,Advanced
AGT01562,35,35,7,1,1,64,59,54,44,66,Needs Improvement
AGT01563,0,0,0,1,1,43,60,42,58,54,Basic
AGT01564,4,0,0,1,0,54,66,47,58,42,Basic
AGT01565,36,0,0,2,0,44,62,23,60,37,Basic
AGT01566,47,20,0,0,0,48,68,40,49,61,Competent
AGT01567,20,13,0,0,0,54,50,61,54,45,Competent
AGT01568,12,0,9,0,0,68,74,67,50,68,Competent
AGT01569,53,28,42,2,1,49,71,54,65,74,Basic
AGT01570,14,0,0,0,0,40,44,54,30,39,Needs Improvement
AGT01571,44,29,0,1,1,63,88,50,53,72,Competent
AGT01572,40,10,21,1,0,56,35,68,54,52,Competent
AGT01573,43,3,13,2,0,68,46,63,56,78,Basic
AGT01574,28,19,16,4,0,46,69,57,51,76,Competent
AGT01575,0,0,0,3,1,18,47,47,28,59,Needs Improvement
AGT01576,0,0,0,2,0,37,35,83,69,45,Basic
AGT01577,37,21,13,3,1,65,53,51,55,91,Basic
AGT01578,54,27,30,1,0,46,64,73,75,73,Competent
AGT01579,0,0,0,1,1,26,54,51,15,42,Needs Improvement
AGT01580,13,13,8,3,1,49,83,52,79,63,Advanced
AGT01581,65,44,48,5,1,75,97,51,77,61,Advanced
AGT01582,64,31,34,2,1,78,44,52,55,77,Advanced
AGT01583,42,41,29,1,1,67,54,76,63,60,Advanced
AGT01584,15,0,0,0,0,52,41,50,61,64,Basic
AGT01585,33,6,25,1,0,68,79,57,22,74,Advanced
AGT01586,34,0,0,1,0,41,54,58,32,52,Needs Improvement
AGT01587,0,0,0,0,0,30,43,29,33,30,Basic
AGT01588,53,41,17,2,1,83,77,68,71,65,Competent
AGT01589,0,0,0,4,1,53,54,32,78,18,Basic
AGT01590,11,0,11,1,1,59,47,61,49,55,Competent
AGT01591,1,0,0,1,1,43,57,52,56,56,Basic
AGT01592,26,0,11,1,1,41,49,59,66,45,Needs Improvement
AGT01593,59,34,22,1,1,68,49,45,68,53,Basic
AGT01594,23,7,0,1,1,49,65,52,43,49,Competent
AGT01595,31,22,15,1,1,78,64,48,49,78,Competent
AGT01596,84,44,20,3,1,58,72,62,77,64,Basic
AGT01597,29,13,14,0,0,79,67,83,83,86,Competent
AGT01598,24,4,0,0,0,69,78,59,67,54,Basic
AGT01599,30,30,21,0,0,74,83,57,92,78,Competent
AGT01600,34,0,14,1,0,53,44,43,78,46,Competent
AGT01601,46,39,20,2,0,55,68,40,72,85,Competent
AGT01602,96,68,29,1,1,77,81,54,64,74,Competent
AGT01603,30,30,30,0,0,74,84,81,75,99,Competent
AGT01604,28,2,0,0,0,42,63,29,60,41,Competent
AGT01605,25,6,0,0,0,66,54,62,53,75,Basic
AGT01606,72,29,49,2,0,84,87,74,93,78,Advanced
AGT01607,11,7,7,1,0,58,49,59,63,74,Needs Improvement
AGT01608,60,28,11,2,1,55,66,66,67,47,Competent
AGT01609,40,17,35,1,1,62,60,47,54,65,Competent
AGT01610,22,11,5,2,1,60,79,68,57,43,Needs Improvement
AGT01611,47,34,19,1,1,60,66,55,68,67,Basic
AGT01612,11,0,0,0,0,73,70,54,36,39,Needs Improvement
AGT01613,19,0,19,1,1,69,43,54,52,59,Competent
AGT01614,23,23,3,0,0,57,62,71,47,73,Needs Improvement
AGT01615,0,0,0,0,0,47,48,62,46,59,Basic
AGT01616,56,24,18,4,1,67,100,32,57,51,Advanced
AGT01617,110,74,84,1,1,97,86,91,100,71,Advanced
AGT01618,0,0,0,0,0,50,48,22,53,49,Needs Improvement
AGT01619,43,22,16,0,0,75,70,59,71,82,Competent
AGT01620,10,2,10,3,1,52,38,53,35,42,Competent
AGT01621,47,47,32,1,1,76,64,62,68,93,Competent
AGT01622,20,11,5,1,1,70,70,68,44,60,Needs Improvement
AGT01623,29,28,16,3,1,72,74,77,67,44,Advanced
AGT01624,72,22,42,2,1,81,49,62,80,55,Advanced
AGT01625,33,10,4,2,1,70,60,52,73,70,Competent
AGT01626,89,63,44,3,1,81,89,71,83,75,Competent
AGT01627,0,0,0,1,1,25,49,20,50,56,Needs Improvement
AGT01628,45,0,11,0,0,77,96,69,77,60,Competent
AGT01629,60,37,24,2,0,64,57,82,63,66,Basic
AGT01630,63,60,30,0,0,70,91,51,86,72,Competent
AGT01631,19,0,9,2,1,33,52,46,57,47,Needs Improvement
AGT01632,35,25,0,2,0,57,76,46,46,47,Basic
AGT01633,21,0,5,0,0,67,66,88,64,56,Competent
AGT01634,27,22,4,0,0,50,40,54,57,61,Basic
AGT01635,33,17,27,2,1,64,78,57,39,68,Basic
AGT01636,28,0,20,2,1,74,71,57,74,74,Basic
AGT01637,0,0,0,1,1,41,43,45,25,58,Needs Improvement
AGT01638,74,55,45,3,1,65,57,73,78,58,Competent
AGT01639,34,19,8,1,1,50,85,50,42,38,Competent
AGT01640,2,2,2,1,1,64,57,72,48,70,Needs Improvement
AGT01641,0,0,0,2,0,29,69,51,38,34,Competent
AGT01642,70,12,41,1,0,66,65,77,79,63,Advanced
AGT01643,0,0,0,0,0,28,30,35,27,30,Needs Improvement
AGT01644,31,31,8,3,0,69,87,70,55,58,Competent
AGT01645,0,0,0,0,0,45,49,45,47,28,Basic
AGT01646,4,0,4,2,0,77,65,80,56,53,Competent
AGT01647,53,3,0,4,1,46,48,61,67,66,Basic
AGT01648,46,21,44,0,0,85,71,72,60,74,Competent
AGT01649,51,1,16,2,1,37,68,53,59,65,Competent
AGT01650,17,1,0,0,0,66,42,48,81,47,Competent
AGT01651,46,19,0,1,0,37,53,60,52,65,Needs Improvement
AGT01652,60,21,16,2,1,100,73,83,75,66,Competent
AGT01653,56,38,26,2,1,65,71,57,48,41,Advanced
AGT01654,35,18,9,1,1,69,79,59,46,60,Competent
AGT01655,36,6,19,2,1,69,59,61,62,68,Advanced
AGT01656,5,0,0,1,0,38,41,52,38,38,Advanced
AGT01657,34,0,3,1,0,64,100,42,69,77,Basic
AGT01658,29,0,0,1,1,32,42,33,46,33,Needs Improvement
AGT01659,29,20,18,1,1,79,70,50,52,76,Competent
AGT01660,33,17,16,1,1,60,62,63,74,83,Advanced
AGT01661,78,61,42,2,1,86,86,71,74,85,Advanced
AGT01662,15,0,7,0,0,53,55,45,38,47,Competent
AGT01663,20,4,0,2,1,53,75,45,60,57,Basic
AGT01664,72,52,33,5,1,82,88,72,100,98,Advanced
AGT01665,51,45,24,2,1,78,90,57,63,77,Competent
AGT01666,0,0,0,0,0,47,71,65,53,78,Needs Improvement
AGT01667,35,21,14,3,1,60,70,69,65,66,Competent
AGT01668,10,2,0,3,1,76,70,63,66,51,Basic
AGT01669,4,0,4,2,1,64,81,60,75,55,Competent
AGT01670,18,7,18,1,1,50,45,28,47,55,Needs Improvement
AGT01671,37,8,16,2,1,59,94,54,70,35,Basic
AGT01672,8,0,3,1,0,45,43,37,58,39,Basic
AGT01673,43,20,30,4,1,54,62,65,83,58,Competent
AGT01674,4,3,0,2,0,72,55,73,69,66,Competent
AGT01675,1,0,0,1,1,61,49,63,58,80,Competent
AGT01676,33,0,0,1,0,25,61,63,36,45,Competent
AGT01677,31,3,18,1,1,91,100,63,51,47,Competent
AGT01678,48,28,14,0,0,80,62,56,62,53,Advanced
AGT01679,3,0,0,2,0,45,62,68,52,56,Competent
AGT01680,26,18,0,2,1,48,65,61,56,58,Basic
AGT01681,0,0,0,0,0,45,62,44,50,65,Basic
AGT01682,20,20,5,2,1,36,81,76,33,62,Basic
AGT01683,22,0,2,2,1,67,78,64,50,66,Basic
AGT01684,46,21,6,1,1,74,74,70,97,68,Competent
AGT01685,0,0,0,3,1,68,65,46,64,66,Competent
AGT01686,48,6,6,1,1,63,79,84,73,55,Competent
AGT01687,0,0,0,0,0,54,59,59,57,66,Needs Improvement
AGT01688,43,37,25,0,0,77,54,64,61,60,Basic
AGT01689,74,37,30,0,0,57,54,69,40,43,Basic
AGT01690,72,28,26,1,0,76,88,80,76,77,Advanced
AGT01691,32,30,10,0,0,65,75,63,27,72,Competent
AGT01692,0,0,0,0,0,37,47,58,38,40,Needs Improvement
AGT01693,0,0,0,0,0,33,54,54,44,65,Basic
AGT01694,0,0,0,0,0,42,74,63,47,34,Basic
AGT01695,28,7,9,0,0,51,32,40,72,34,Basic
AGT01696,24,24,24,1,0,71,64,88,87,63,Advanced
AGT01697,8,2,0,3,0,65,85,41,66,50,Competent
AGT01698,75,50,64,4,1,90,92,86,77,79,Competent
AGT01699,0,0,0,0,0,27,34,28,64,45,Needs Improvement
AGT01700,12,0,12,0,0,43,68,62,67,56,Basic
AGT01701,7,0,0,1,1,73,66,43,35,45,Basic
AGT01702,4,4,0,2,0,60,30,58,54,58,Competent
AGT01703,19,17,0,0,0,65,69,67,73,52,Competent
AGT01704,0,0,0,0,0,34,37,28,28,37,Basic
AGT01705,44,9,20,3,0,52,48,63,63,55,Basic
AGT01706,64,49,37,3,0,80,85,96,87,65,Advanced
AGT01707,18,15,18,0,0,72,59,40,42,66,Basic
AGT01708,46,27,6,0,0,71,67,52,61,82,Basic
AGT01709,48,32,21,3,1,68,71,81,60,83,Advanced
AGT01710,22,0,0,1,1,49,51,61,67,62,Needs Improvement
AGT01711,27,16,0,0,0,50,42,58,43,46,Basic
AGT01712,0,0,0,3,1,30,34,54,39,35,Basic
AGT01713,40,28,39,3,1,89,82,56,51,81,Competent
AGT01714,29,29,2,3,1,59,67,53,47,31,Competent
AGT01715,0,0,0,1,1,38,54,44,34,46,Competent
AGT01716,17,6,0,1,1,63,54,58,57,69,Basic
AGT01717,32,8,23,0,0,57,55,73,55,42,Competent
AGT01718,27,1,19,0,0,44,69,34,57,61,Advanced
AGT01719,50,39,23,1,1,74,77,51,47,71,Competent
AGT01720,8,0,0,0,0,55,46,31,43,30,Basic
AGT01721,52,34,14,2,1,77,44,89,64,71,Advanced
AGT01722,15,2,0,0,0,37,43,40,51,39,Basic
AGT01723,34,8,14,2,1,49,53,51,49,59,Basic
AGT01724,85,85,25,1,1,72,73,57,86,87,Advanced
AGT01725,51,35,26,1,0,75,71,68,65,77,Advanced
AGT01726,57,27,42,1,0,66,76,73,83,65,Competent
AGT01727,15,0,0,0,0,42,55,56,33,54,Competent
AGT01728,31,1,25,0,0,73,72,55,48,43,Competent
AGT01729,37,30,23,1,0,70,48,41,64,62,Advanced
AGT01730,35,0,1,1,0,46,62,57,55,50,Needs Improvement
AGT01731,15,0,1,3,1,45,41,62,48,71,Needs Improvement
AGT01732,42,18,14,2,1,53,60,48,38,68,Competent
AGT01733,77,47,16,3,1,73,50,68,53,67,Competent
AGT01734,0,0,0,0,0,51,66,60,32,67,Basic
AGT01735,21,0,21,3,1,70,65,49,73,52,Advanced
AGT01736,40,4,12,2,0,74,86,79,95,62,Basic
AGT01737,0,0,0,1,1,42,46,47,44,42,Basic
AGT01738,54,29,14,2,0,48,51,74,43,39,Competent
AGT01739,1,0,0,0,0,54,44,80,59,33,Basic
AGT01740,24,24,17,0,0,62,69,48,50,69,Basic
AGT01741,0,0,0,0,0,55,83,68,48,39,Basic
AGT01742,46,46,38,3,1,96,85,91,71,63,Competent
AGT01743,9,9,0,1,1,67,66,53,58,62,Basic
AGT01744,15,1,0,2,1,57,50,42,41,42,Basic
AGT01745,94,52,12,2,1,56,71,59,55,77,Competent
AGT01746,8,6,0,1,1,76,82,52,43,53,Competent
AGT01747,0,0,0,1,1,51,74,51,64,44,Competent
AGT01748,52,7,30,3,1,72,71,61,62,76,Competent
AGT01749,7,0,0,1,0,63,61,67,55,63,Competent
AGT01750,71,37,21,1,1,69,78,44,45,52,Advanced
AGT01751,9,1,0,0,0,59,63,41,62,55,Basic
AGT01752,6,0,0,1,1,62,54,64,44,45,Basic
AGT01753,14,13,0,0,0,47,48,62,66,44,Basic
AGT01754,32,22,7,1,1,48,72,42,57,77,Needs Improvement
AGT01755,48,21,32,2,0,77,76,78,65,74,Advanced
AGT01756,34,23,15,0,0,69,83,84,47,64,Basic
AGT01757,61,33,45,1,0,97,100,76,100,80,Advanced
AGT01758,52,42,43,3,1,98,94,68,95,94,Competent
AGT01759,17,1,0,1,1,48,59,63,58,41,Basic
AGT01760,0,0,0,2,0,68,100,84,81,53,Basic
AGT01761,0,0,0,0,0,28,56,39,49,56,Basic
AGT01762,28,11,0,0,0,46,44,55,68,34,Basic
AGT01763,23,0,0,1,0,56,55,70,46,65,Basic
AGT01764,19,19,3,2,1,58,73,53,59,31,Competent
AGT01765,8,0,8,1,1,50,39,29,40,47,Needs Improvement
AGT01766,48,20,16,2,1,73,55,65,53,40,Competent
AGT01767,22,0,4,2,1,54,66,37,47,36,Basic
AGT01768,55,51,11,1,1,69,70,52,57,83,Advanced
AGT01769,28,1,5,4,0,49,54,30,53,64,Competent
AGT01770,100,72,63,3,0,100,100,100,91,100,Advanced
AGT01771,13,13,13,0,0,52,52,46,31,39,Needs Improvement
AGT01772,7,7,0,0,0,77,48,66,54,47,Competent
AGT01773,12,0,0,0,0,35,35,57,41,51,Needs Improvement
AGT01774,74,61,56,1,0,87,89,78,93,89,Advanced
AGT01775,72,72,36,3,1,83,79,75,81,63,Advanced
AGT01776,19,15,0,2,1,63,60,69,80,55,Competent
AGT01777,0,0,0,1,0,40,38,51,51,33,Needs Improvement
AGT01778,42,22,5,0,0,64,64,53,56,81,Competent
AGT01779,6,6,0,2,1,55,67,40,47,43,Basic
AGT01780,25,18,25,2,0,77,70,73,71,75,Competent
AGT01781,53,27,31,0,0,63,65,67,75,70,Advanced
AGT01782,0,0,0,0,0,74,52,67,60,73,Basic
AGT01783,0,0,0,0,0,34,36,53,26,26,Competent
AGT01784,35,0,2,0,0,58,59,57,48,64,Basic
AGT01785,77,39,22,1,1,78,97,57,75,52,Advanced
AGT01786,32,32,32,4,1,97,80,44,62,87,Advanced
AGT01787,46,37,25,3,0,86,75,61,77,51,Advanced
AGT01788,0,0,0,1,0,35,59,29,23,43,Basic
AGT01789,68,23,25,5,1,70,76,54,77,84,Basic
AGT01790,41,41,20,1,1,70,68,73,79,79,Competent
AGT01791,0,0,0,0,0,36,76,47,61,49,Basic
AGT01792,58,25,3,1,1,49,65,85,48,47,Competent
AGT01793,29,10,12,0,0,63,71,70,76,54,Competent
AGT01794,37,26,6,0,0,63,69,83,69,73,Competent
AGT01795,0,0,0,0,0,37,51,54,37,48,Basic
AGT01796,20,10,0,3,1,48,80,72,51,67,Competent
AGT01797,0,0,0,0,0,44,55,53,42,57,Needs Improvement
AGT01798,8,4,0,1,0,79,73,46,41,54,Competent
AGT01799,34,0,25,3,1,58,61,50,43,66,Basic
AGT01800,20,9,0,0,0,49,72,57,40,58,Basic
AGT01801,23,4,15,1,1,66,62,52,77,58,Competent
AGT01802,25,0,25,2,1,87,65,52,44,49,Competent
AGT01803,20,14,3,0,0,64,71,64,58,68,Basic
